fecha,y_true,y_pred,PI_lower,PI_upper
2022-10-01,161.29,68.60617805280465,65.00915109701143,72.20320500859788
2022-10-01,161.29,67.99425325995959,64.07096951991221,71.91753700000697
2022-10-01,161.29,,,
2022-10-01,161.29,67.92066846945222,64.54464408439331,71.29669285451114
2022-10-01,161.29,68.8116808810132,57.23304714446561,80.39031461756079
2022-11-01,131.9,81.55194115181703,77.84421063258468,85.25967167104939
2022-11-01,131.9,79.76491912321427,75.75346069417986,83.77637755224868
2022-11-01,131.9,,,
2022-11-01,131.9,80.03226062225453,76.52879454641594,83.53572669809311
2022-11-01,131.9,83.25317516043955,71.37374760001889,95.13260272086022
2022-12-01,145.96,100.83502859196636,88.66223765802495,113.00781952590778
2022-12-01,145.96,100.4363147726985,96.62109154387021,104.25153800152678
2022-12-01,145.96,99.47426043018925,95.37652420748994,103.57199665288856
2022-12-01,145.96,,,
2022-12-01,145.96,99.58198068202331,95.95554876613254,103.20841259791409
2023-01-01,89.68,83.4957584023051,79.75039562459843,87.24112118001177
2023-01-01,89.68,84.11431975833436,80.19455050896076,88.03408900770796
2023-01-01,89.68,83.79871444962671,71.33946571306116,96.25796318619227
2023-01-01,89.68,,,
2023-01-01,89.68,,,
2023-02-01,142.91,83.9756707288128,79.95407233378641,87.99726912383919
2023-02-01,142.91,84.43354247809272,80.57291089340738,88.29417406277805
2023-02-01,142.91,81.74446826113933,69.00520144401935,94.48373507825931
2023-02-01,142.91,,,
2023-02-01,142.91,,,
2023-03-01,102.79,116.52514140055779,103.51188051037586,129.53840229073973
2023-03-01,102.79,,,
2023-03-01,102.79,118.73090191383777,114.60998983840801,122.85181398926753
2023-03-01,102.79,118.64347848384145,114.67092135666134,122.61603561102156
2023-03-01,102.79,,,
2023-04-01,84.87,,,
2023-04-01,84.87,125.80300887369026,121.5851208931997,130.02089685418082
2023-04-01,84.87,,,
2023-04-01,84.87,124.84912611445495,120.76771165072441,128.9305405781855
2023-04-01,84.87,,,
2023-05-01,84.26,,,
2023-05-01,84.26,,,
2023-05-01,84.26,111.38370267895314,107.19625979327836,115.57114556462793
2023-05-01,84.26,,,
2023-05-01,84.26,112.63309353517595,108.32040971897626,116.94577735137563
2023-06-01,101.98,126.33746890983059,122.04661680135287,130.62832101830833
2023-06-01,101.98,125.82409988980108,121.41865957343603,130.22954020616612
2023-06-01,101.98,,,
2023-06-01,101.98,,,
2023-06-01,101.98,,,
2023-07-01,98.59,,,
2023-07-01,98.59,70.70150142018045,66.30967427047759,75.09332856988331
2023-07-01,98.59,,,
2023-07-01,98.59,,,
2023-07-01,98.59,,,
2023-08-01,104.6,,,
2023-08-01,104.6,46.69584129414541,42.205309075253474,51.186373513037346
2023-08-01,104.6,,,
2023-08-01,104.6,,,
2023-08-01,104.6,,,
2023-09-01,112.41,,,
2023-09-01,112.41,,,
2023-09-01,112.41,41.450019288216716,36.86290543471951,46.03713314171392
2023-09-01,112.41,,,
2023-09-01,112.41,,,
2023-10-01,104.3,,,
2023-10-01,104.3,,,
2023-10-01,104.3,,,
2023-10-01,104.3,,,
2023-10-01,104.3,,,
2023-11-01,80.3,,,
2023-11-01,80.3,,,
2023-11-01,80.3,,,
2023-11-01,80.3,,,
2023-11-01,80.3,,,
2023-12-01,85.38,,,
2023-12-01,85.38,,,
2023-12-01,85.38,,,
2023-12-01,85.38,,,
2023-12-01,85.38,,,
2024-01-01,85.73,,,
2024-01-01,85.73,,,
2024-01-01,85.73,,,
2024-01-01,85.73,,,
2024-01-01,85.73,,,
2024-02-01,50.48,,,
2024-02-01,50.48,,,
2024-02-01,50.48,,,
2024-02-01,50.48,,,
2024-02-01,50.48,,,
2024-03-01,34.19,,,
2024-03-01,34.19,,,
2024-03-01,34.19,,,
2024-03-01,34.19,,,
2024-03-01,34.19,,,
2024-04-01,31.25,,,
2024-04-01,31.25,,,
2024-04-01,31.25,,,
2024-04-01,31.25,,,
2024-04-01,31.25,,,
2024-05-01,44.44,,,
2024-05-01,44.44,,,
2024-05-01,44.44,,,
2024-05-01,44.44,,,
2024-05-01,44.44,,,
2024-06-01,68.36,,,
2024-06-01,68.36,,,
2024-06-01,68.36,,,
2024-06-01,68.36,,,
2024-07-01,81.07,,,
2024-07-01,81.07,,,
2024-07-01,81.07,,,
2024-07-01,81.07,,,
2024-08-01,100.11,,,
2024-08-01,100.11,,,
2024-08-01,100.11,,,
2024-08-01,100.11,,,
2024-09-01,83.87,,,
2024-09-01,83.87,,,
2024-09-01,83.87,,,
2024-10-01,84.63,,,
2024-10-01,84.63,,,
2024-10-01,84.63,,,
2024-11-01,119.25,,,
2024-11-01,119.25,,,
2024-11-01,119.25,,,
2024-12-01,125.54,,,
2024-12-01,125.54,,,
2025-01-01,112.08,,,
2025-01-01,112.08,,,
2025-02-01,127.25,,,
2025-02-01,127.25,,,
2025-03-01,71.51,,,
2025-04-01,47.62,,,
2025-05-01,44.13,,,
